Aguanueva,Concepcion,Grunidora,Loreto,Ojocaliente,Pinos,SanPedro,VillaDeCos,VillaGarcia,,Cluster I Semi-arid,,Excamé,Villita,Téul,Tlaltenango,,Cluster II Canyons,,,Bufa,Calera,Cazadero,Chalchihuites,Sauz,Fresnillo,Jerez,Jiménez,Chique,Santa Rosa,Trancoso,Villanueva,Zacatecas,,Cluster III Highlands,,,Florida,Monte Escobedo,Platanito,Juchipila,,Cluster IV Mountains
0.757915324,0.325545028,0.704659331,-0.544304965,-0.816831262,-0.600911319,0.356638977,0.330662035,0.450910086,,0.1071,,0.000396728,-0.353314832,1.143372659,0.909201368,,0.4249,,,-0.080772458,-0.153008703,0.073635456,0.429295117,-1.324621527,-0.085016904,-0.194108328,-0.092336635,1.009590386,-0.265561854,-0.012658031,-2.106841079,-1.716736781,,-0.3476,,,0.438510988,-0.776931937,-0.599263676,-0.599263676,,-0.3842
0.777129551,0.209377426,0.720588308,-0.328668407,-0.739358096,-0.439154927,0.487061212,0.391904751,0.60439837,,0.1870,,-0.002404574,-0.373773618,1.113129304,0.960182537,,0.4243,,,-0.036718456,-0.112135208,0.11971157,0.384241684,-1.269440259,-0.041806818,-0.229572483,-0.044256788,0.99567356,-0.303038494,0.067290417,-1.904804035,-1.504950866,,-0.2984,,,0.505672292,-0.795018539,-0.663659301,-0.663659301,,-0.4042
0.748073563,0.065462923,0.64951285,-0.369665863,-0.723252991,-0.493033735,0.419274921,0.344791336,0.574882289,,0.1351,,-0.038552507,-0.367697891,1.171448064,0.926399965,,0.4229,,,0.011128877,-0.116105661,0.047980822,0.371965203,-1.195499276,-0.09483991,-0.283613112,-0.041968646,0.979522272,-0.300433797,0.069504674,-1.912753628,-1.558104223,,-0.3095,,,0.500576506,-0.816904553,-0.662774576,-0.662774576,,-0.4105
0.729927623,0.059662024,0.716824527,-0.3583039,-0.742214994,-0.548957544,0.373889525,0.345024084,0.556087577,,0.1258,,-0.026713009,-0.395651411,1.145980332,0.92736008,,0.4127,,,0.027324319,-0.140819512,0.044108195,0.371025242,-1.192159719,-0.094091541,-0.313208778,-0.00626665,0.968639489,-0.28671592,0.069583478,-1.921771057,-1.540459134,,-0.3088,,,0.496019456,-0.815318056,-0.66866684,-0.66866684,,-0.4142
0.728208623,0.026779128,0.746006297,-0.197896239,-0.762999645,-0.522806671,0.269955971,0.323478819,0.27333277,,0.0982,,-0.22608985,-0.510440063,0.966001155,0.86489973,,0.2736,,,0.023256631,-0.168138841,0.151912965,0.306319968,-1.235432033,-0.113298747,-0.440621719,-0.04799329,0.952742092,-0.31256428,0.003023342,-1.921428292,-1.576476381,,-0.3368,,,0.409912716,-0.844936848,-0.63614208,-0.63614208,,-0.4268
0.702702509,0.080400356,1.013760563,-0.064400852,-0.779520699,-0.207235223,0.095027704,0.04749922,0.540516729,,0.1588,,-0.61861405,-0.712889205,0.804924011,0.731527809,,0.0512,,,-0.031241174,-0.774642581,0.177274204,0.084484505,-1.248363685,-0.242398015,-0.475800023,-0.05276221,0.877569037,-0.758076285,0.157602673,-2.095339692,-1.570731049,,-0.4579,,,0.105328555,-0.731358448,-0.958379373,-0.958379373,,-0.6357
0.500028127,0.328225929,1.325026889,-0.202465251,-0.402404781,-0.162499976,-0.134968648,0.071696519,0.795999957,,0.2354,,0.131622156,-0.379525141,0.830466543,0.956819238,,0.3848,,,-0.259039158,-0.800566595,0.241753909,-0.463099964,-1.313769112,0.114512233,-0.048014526,0.095768602,0.705593796,-0.839532265,0.215445033,-2.342963374,-1.725522995,,-0.4938,,,0.376660171,0.129372717,-0.57795181,-0.57795181,,-0.1625
0.000228403,0.362837488,0.999556998,-0.98743958,-0.385914401,-0.572348315,-1.125530209,-0.933678188,0.22555564,,-0.2685,,0.484085467,-0.473525466,0.457542566,1.091885631,,0.3900,,,-0.513123713,-0.516453446,0.020679746,-0.630286208,-0.484797389,-0.545495443,-0.090272026,-0.069574274,0.187972102,-1.189555505,0.07574845,-1.78658158,-2.396343411,,-0.6106,,,-0.036168751,-0.19964764,-0.0585668,-0.0585668,,-0.0882
-1.142291921,-0.252653144,0.00765131,-2.312338047,-0.607563927,-1.325562874,-1.855857757,-2.031908542,-0.343838428,,-1.0960,,-0.434591066,-1.658491952,-0.642258003,0.08374617,,-0.6629,,,-1.412689924,-1.298764288,-1.668172184,-2.099896587,-0.917183185,-0.962748051,-1.026992346,-0.567942752,-0.577396095,-1.256104598,-1.336603329,-2.010870546,-2.235455198,,-1.3362,,,-1.183504783,-0.508410088,-0.533137684,-0.533137684,,-0.6895
-1.553035639,-0.664298176,-0.317866751,-2.810789164,-0.744406969,-1.565896094,-2.459012492,-3.073600598,-0.832387814,,-1.5579,,-1.089523173,-1.749424808,-1.200042587,-0.718490283,,-1.1894,,,-2.074888292,-2.024650972,-1.964189776,-2.4261598,-1.419353575,-1.523991744,-1.165303751,-0.96523981,-1.212767266,-1.728319313,-1.537000809,-2.388043129,-2.340134511,,-1.7515,,,-1.561791213,-1.087350835,-0.918695997,-0.918695997,,-1.1216
-1.534747943,-0.812752025,-0.318018271,-2.814528286,-0.768022123,-1.497645382,-2.458410664,-3.015761209,-0.753440821,,-1.5526,,-1.079200854,-1.771731293,-1.021813882,-0.757888874,,-1.1577,,,-1.910558082,-2.116307859,-1.869803962,-2.219887566,-1.248129474,-1.467518749,-1.151136665,-1.082274316,-1.256983967,-1.82521419,-1.573032545,-2.407834028,-2.334787023,,-1.7280,,,-1.875192407,-1.118733077,-0.982194066,-0.982194066,,-1.2396
-1.136925757,-0.430406292,-0.271243748,-2.052633795,-0.680024633,-1.048830426,-2.307218891,-2.111154517,-0.458679531,,-1.1663,,-0.50903474,-1.758480058,-0.574112082,-0.160687907,,-0.7506,,,-1.694298813,-1.573235418,-1.555360804,-1.975990896,-0.94302264,-1.117527199,-1.099190695,-0.944780066,-1.135388436,-1.455300269,-0.815940393,-2.169425923,-1.666172531,,-1.3958,,,-1.621471215,-0.818329584,-0.929355141,-0.929355141,,-1.0746
-1.038815665,-0.58790119,-0.268910459,-1.579096722,-0.550708279,-0.784319595,-1.875327003,-1.948559225,-0.01827266,,-0.9613,,-0.107570135,-1.238120409,-0.431412235,0.101755764,,-0.4188,,,-1.722711506,-1.568799654,-1.699648399,-1.866097619,-0.881817481,-1.04157415,-1.089581744,-1.221967969,-0.765892517,-1.359650708,-0.964089588,-1.725605041,-1.484487458,,-1.3378,,,-1.585415641,-0.653264708,-0.811127399,-0.811127399,,-0.9652
-0.744274574,-0.61107222,-0.025884908,-1.632473639,-0.614037026,-0.830579745,-1.959680507,-1.71084951,-0.135441437,,-0.9183,,0.012005964,-1.070907099,-0.255067455,0.165970769,,-0.2870,,,-1.3136574,-1.440601273,-1.30176761,-1.885645965,-0.854056315,-0.894721061,-1.136098428,-0.921861094,-0.695786754,-1.349009193,-0.873907067,-1.510241007,-1.429137995,,-1.2005,,,-1.543139466,-0.588760197,-0.53910389,-0.53910389,,-0.8025
-0.76492903,-0.547436472,-0.038343411,-1.575551737,-0.618134367,-0.695630614,-1.951266914,-1.786447371,-0.133303806,,-0.9012,,0.178456372,-1.056461388,-0.267516361,0.149070122,,-0.2491,,,-1.405278016,-1.459717081,-1.315522554,-1.885248588,-0.883960407,-0.920797585,-1.134199745,-0.910306605,-0.683056611,-1.343687524,-0.903959499,-1.506344282,-1.479946054,,-1.2178,,,-1.517310274,-0.605720124,-0.5383552,-0.5383552,,-0.7999
-0.591473157,-0.600059241,-0.118606093,-1.492340989,-0.623666924,-0.479426233,-1.956069988,-1.687861428,-0.087794286,,-0.8486,,0.201513475,-0.988361804,-0.157552712,0.170771982,,-0.1934,,,-1.448526166,-1.37421213,-1.28574671,-1.812114377,-0.8395583,-0.889366938,-1.067728812,-0.90355575,-0.626110776,-1.344566361,-0.858721723,-1.51374633,-1.407934996,,-1.1825,,,-1.494725018,-0.531373981,-0.540455278,-0.540455278,,-0.7768
-0.654139868,-0.609927129,-0.343415582,-1.750867955,-0.622146625,-0.247219509,-1.989668268,-1.771943073,-0.260233993,,-0.9166,,0.196255802,-0.770650923,-0.137336075,0.065744073,,-0.1615,,,-1.462689666,-1.423496661,-1.467653995,-1.910298121,-0.845126168,-0.913507194,-0.880338374,-0.945576677,-0.574249999,-1.371624689,-0.850305929,-1.51368779,-1.378160516,,-1.1951,,,-1.312973182,-0.583161014,-0.588027908,-0.588027908,,-0.7680
-0.81417586,-0.962071189,-1.028064167,-1.584246356,-1.217486875,-0.798114638,-1.979891375,-1.451886346,-0.22184275,,-1.1175,,0.077934068,-0.909533641,-0.437492766,-0.104705567,,-0.3434,,,-1.074053767,-1.248134762,-1.860391115,-2.344725357,-0.841822771,-0.650074237,-0.938136304,-1.278710877,-0.973350568,-0.853796188,-0.629619876,-1.166642366,-1.374622311,,-1.1719,,,-0.72245309,-0.316460047,0.134393091,0.134393091,,-0.1925
-1.219288679,-1.67553719,-1.91452584,-1.614932711,-1.494466394,-0.163823123,-2.038041111,-1.564839546,-0.609826099,,-1.3661,,-0.031639473,-0.623789299,-0.144154547,-1.30895976,,-0.5271,,,-0.930464467,-1.364809088,-2.277379866,-2.069001452,-0.415016026,-1.758004208,-1.569081728,-1.398569979,-1.283074915,-0.569057689,-1.430135991,-0.840554347,-1.634984016,,-1.3492,,,-0.942237363,-0.403186993,-0.167869209,-0.167869209,,-0.4203
0.935892983,-1.846097212,-2.228880102,-0.457746366,-1.732086552,0.710540018,-1.950485517,-1.238278263,0.108235107,,-0.8554,,0.52517417,-0.570159455,-0.531145006,-1.376508157,,-0.4882,,,-0.511387074,-1.453850105,-1.529203833,-2.702184839,-0.32878971,-2.265118472,-2.159299472,-1.195246972,-0.590696169,-0.21465442,-1.437092054,-0.30554888,-1.500976244,,-1.2457,,,-0.628719335,-0.495167084,-0.168454466,-0.168454466,,-0.3652
1.254957184,-1.575743389,-1.735237256,-0.559956029,-2.227821791,0.60135953,-1.837984832,-1.30340622,0.028361687,,-0.8173,,1.097115037,-0.344249427,0.373916316,-0.667334322,,0.1149,,,-0.463202459,-1.295061751,-1.095096928,-2.609785939,-0.096137321,-1.875100615,-1.604536663,-0.679203957,-0.449805557,-0.519091082,-1.417881226,-0.316184369,-1.275981593,,-1.0536,,,-0.219608405,-0.427875851,0.105810984,0.105810984,,-0.1090
1.29348526,-1.015921334,-1.375509679,-0.01560337,-1.872157237,0.887659932,-0.868552755,-1.030400612,0.217314846,,-0.4200,,1.407035193,0.028328426,0.580555093,-0.375902379,,0.4100,,,-0.477146088,-0.978816005,-0.709358175,-2.245603905,0.335440937,-1.109417858,-1.403446965,-0.336435165,-0.186124952,-0.188355266,-0.965414237,-0.259841137,-0.919525962,,-0.7265,,,0.045762784,-0.112119837,0.433473638,0.433473638,,0.2001
1.314169637,-0.902790169,-1.302268346,0.268065749,-1.586908523,1.028825717,-0.59287132,-0.85886544,0.301570558,,-0.2590,,1.608200377,0.191593547,0.498239887,-0.265874931,,0.5080,,,-0.531423345,-0.900757312,-0.789188366,-2.539875499,0.246811689,-0.857712326,-1.241125032,-0.228111009,0.0128606,-0.148939439,-0.655087815,-0.214038325,-0.844848544,,-0.6686,,,0.123513384,0.044942383,0.538712441,0.538712441,,0.3115
1.228764946,-1.125285993,-1.306601521,-0.042255772,-1.573452198,0.964443503,-0.493711432,-1.285057134,0.0837602,,-0.3944,,1.359504318,0.312733347,0.235042644,-0.782361627,,0.2812,,,-0.56880225,-1.129224673,-0.953599376,-2.881244635,0.192316897,-0.956197705,-1.123319136,-0.250944639,0.007352461,-0.248349966,-1.218502808,-0.389125104,-1.037734523,,-0.8121,,,0.041747742,-0.034990761,0.770098905,0.770098905,,0.3867
1.412156825,-0.349396297,-0.650974511,0.15827505,-1.06140898,1.039496865,-0.101512213,-0.89774683,0.097059978,,-0.0393,,1.344536934,0.192097951,0.327371439,-0.7291023,,0.2837,,,-0.280749959,-0.649917184,-0.714995307,-2.864912005,0.444332101,-0.551392173,-0.759464046,-0.028683632,0.061818454,0.093580031,-0.539781911,-0.356263081,-0.813623704,,-0.5354,,,0.262520861,0.076486294,0.763666788,0.763666788,,0.4666
1.324735294,-0.271706739,-0.896658165,0.139264435,-1.086568279,0.971899902,-0.130315273,-1.065652546,0.042571895,,-0.1080,,1.226293209,0.073175808,0.224284184,-0.752323452,,0.1929,,,-0.564226633,-0.73793814,-1.225415257,-2.947566857,0.37057119,-0.750000811,-0.787489527,-0.388766355,-0.076980298,-0.017734912,-0.646673529,-0.652112068,-0.966571737,,-0.7224,,,0.108931942,-0.189761546,0.46722897,0.46722897,,0.2134
1.344729534,-0.222380873,-0.858054866,0.166268754,-1.032564321,0.916589226,-0.098541661,-1.050037932,0.155057889,,-0.0754,,1.157756514,0.118341848,0.246999612,-0.686792531,,0.2091,,,-0.569725016,-0.701997573,-1.198777304,-2.904860022,0.3942428,-0.757211762,-0.759864953,-0.274530511,-0.039141352,-0.001636764,-0.645252959,-0.651473792,-0.933586595,,-0.6957,,,0.144553201,-0.167744525,0.477344111,0.477344111,,0.2329
1.471620028,-0.323284597,-0.189487998,0.629161381,-0.909622422,0.811386446,0.085140806,-0.627597593,0.227418558,,0.1305,,1.298029705,0.200579034,0.160281252,-0.665092835,,0.2484,,,-0.535444232,-0.628696536,-0.791551942,-2.98618679,0.369671702,-0.747981194,-0.760587237,-0.25598578,-0.013760554,0.182064617,-0.529257278,-0.655479266,-0.881353965,,-0.6334,,,0.212075711,-0.165830742,0.724340315,0.724340315,,0.3737
1.584686084,-0.360685106,0.278970609,0.738083628,-0.85064432,0.689045964,0.190151762,-0.243745953,0.398961489,,0.2694,,1.431290518,0.08396823,0.249723988,-0.575422338,,0.2974,,,-0.357843713,-0.345365309,-0.682097378,-2.739735658,0.472435686,-0.619026799,-0.711691306,-0.214948244,0.047670599,0.324627736,-0.332169647,-0.617044446,-0.611857143,,-0.4913,,,0.280685103,-0.002004222,0.741091063,0.741091063,,0.4402
1.675957522,0.153667905,0.573016817,1.040671318,-0.735364741,1.00128375,0.689933075,0.14750904,0.324404149,,0.5412,,1.777925324,0.656051477,0.937926922,0.088854303,,0.8652,,,0.325345774,0.257865381,0.195931124,-1.425712112,0.865615368,-0.16973708,-0.623698625,0.296436389,-0.196863481,0.447901061,-0.489430445,-0.990335976,0.322170799,,-0.0911,,,0.300626446,0.160055747,0.719478148,0.719478148,,0.4749
1.6110819,0.321456085,0.624868919,1.100668076,-0.720698645,0.615012772,0.619254187,0.270822493,0.380756531,,0.5359,,1.660615316,0.470176177,0.940186292,1.707769286,,1.1947,,,0.369885038,0.217801607,0.179351042,-1.982150147,0.70930673,0.261471836,-0.249245228,0.092671092,0.103533596,0.178049102,-0.5389632,-1.176224281,0.659092028,,-0.0904,,,0.456874209,-0.096013681,0.604441368,0.604441368,,0.3924
-0.056307688,0.389098193,0.472837125,0.193444139,-1.010840744,-0.005344865,0.382320245,0.778254588,-0.233230342,,0.1011,,0.94032068,0.229138254,0.623156417,1.540682202,,0.8333,,,0.377615269,0.318541901,0.135419521,-0.364130755,-0.315931304,0.376067234,-0.567669117,-0.2604055,-0.307950127,-0.447367617,-0.357943031,-1.124418967,0.60652023,,-0.1486,,,0.206932406,0.041226747,0.539231496,0.539231496,,0.3317
-0.436237676,0.327521859,0.772664286,0.519885279,-0.753774602,0.078380223,0.608776528,1.203371222,-0.241041369,,0.2311,,0.805448835,0.357567737,0.040042331,1.607083495,,0.7025,,,0.850320531,0.910593486,0.122563143,-0.083466796,0.224490634,0.685091346,-0.574158641,-0.220750751,-0.529234806,-0.359761855,0.083081116,-1.079316692,0.936513922,,0.0743,,,-0.01551772,0.062663859,0.70961257,0.70961257,,0.3666
-0.560395035,0.139319948,0.625688998,0.311674033,-0.832439689,0.004899629,0.166285115,1.206785256,-0.236711785,,0.0917,,0.721079588,0.17405353,0.018352405,1.651111255,,0.6411,,,0.916807249,1.005903795,0.106905254,-0.253297823,0.110863261,0.48840384,-0.272891599,-0.371898392,-0.718555779,-0.418610713,0.138726318,-1.039039459,0.943489692,,0.0490,,,0.051962497,0.182845328,0.5744041,0.5744041,,0.3459
-0.617907193,0.094346543,0.643710462,0.050603641,-1.122619804,-0.197486544,-0.047499524,1.092119149,-0.445528861,,-0.0611,,0.538996546,0.072587009,0.010825707,1.666349784,,0.5722,,,0.888229568,0.964206382,0.090204707,-0.259977027,0.14203856,0.252535495,-0.302033047,-0.593509838,-0.875983757,-0.380698288,-0.073228286,-1.008692609,0.881352417,,-0.0212,,,-0.037844385,0.076895264,0.575844423,0.575844423,,0.2977
-0.797271946,0.003321278,0.635904087,-0.049273054,-1.295303696,-0.393210838,-0.074297132,1.06185647,-0.615473286,,-0.1693,,0.489792458,0.095794312,-0.056034813,1.63438746,,0.5410,,,0.898026025,0.79957984,0.116202475,-0.275261749,0.065395004,0.146764286,-0.373388728,-0.55691154,-0.898585706,-0.525645507,-0.043366049,-1.07899634,0.757942087,,-0.0745,,,-0.064553792,0.091292231,0.456112723,0.456112723,,0.2347
-1.187685075,-0.827002469,0.180575592,-0.713297426,-2.148184818,-0.778235299,-0.547161437,0.826687615,-1.136982801,,-0.7035,,0.063553591,-0.26383869,-0.499349123,1.235847492,,0.1341,,,0.67547432,0.468932314,-0.143321431,-0.294365262,-0.27587821,-0.267862405,-0.733258848,-0.853224499,-1.432652918,-0.99032666,-0.611835603,-1.358666495,0.415351351,,-0.4155,,,-0.484718677,-0.288421447,0.141718394,0.141718394,,-0.1224
-1.367729859,-0.967197898,0.130226182,-0.805396672,-2.082224272,-0.855688183,-0.662781156,0.835325646,-1.272856655,,-0.7831,,-0.031870416,-0.25051923,-0.58566208,1.133035557,,0.0662,,,0.664515271,0.353750015,-0.162327239,-0.305318779,-0.362367321,-0.294325633,-0.713257134,-0.842282478,-1.496027762,-1.060849148,-0.67518782,-1.366490232,0.410525819,,-0.4500,,,-0.617574595,-0.323765045,0.251603912,0.251603912,,-0.1095
-1.400628418,-1.122766979,0.085410134,-0.806519123,-2.100511414,-0.899113968,-0.693653219,0.823929912,-1.410098338,,-0.8360,,-0.106992901,-0.292625084,-0.675491895,1.063292646,,-0.0030,,,0.666829342,0.337400231,-0.198183479,-0.304303316,-0.385028487,-0.313062436,-0.738238493,-0.951932455,-1.513814805,-1.073757186,-0.461989894,-1.363138454,0.363362331,,-0.4566,,,-0.645354659,-0.364521909,0.240680175,0.240680175,,-0.1321
-1.895810977,-0.959550974,-0.458546106,-1.357244003,-2.307981579,-0.797550771,-0.9457659,0.509187337,-1.346096216,,-1.0622,,-0.296144948,-0.427828989,-0.618518366,1.050756487,,-0.0729,,,0.641115839,0.209724807,-0.566006417,-0.303154153,-0.394786981,-0.338933108,-0.809588546,-1.024246217,-1.561604565,-1.312787663,-0.589277353,-1.369971388,0.22174419,,-0.5537,,,-0.712822619,-0.436573391,-0.022875508,-0.022875508,,-0.2988
-2.170517605,-0.404490503,-0.878883747,-1.261829192,-2.390498815,-0.588813524,-0.921556415,0.223781753,-1.43420166,,-1.0919,,-0.429807917,-0.487976336,-0.729301629,1.017960496,,-0.1573,,,0.632281239,0.157448934,-0.649211619,-0.468146419,-0.406436142,-0.454354059,-0.815092269,-1.064023558,-1.454223461,-1.436301833,-0.298397542,-1.267237499,0.243313611,,-0.5600,,,-0.842727765,-0.633980318,-0.014804515,-0.014804515,,-0.3766
-2.595844585,-1.005555972,-1.39834879,-1.943414247,-2.573280579,-0.884472143,-1.580272973,-0.22904144,-1.912954097,,-1.5692,,-0.833928944,-0.874671034,-1.302240191,0.540287803,,-0.6176,,,-0.176942268,-0.849962299,-1.440774131,-1.234319264,-0.712367019,-0.424961287,-0.898443592,-1.730583559,-1.250217082,-1.474274963,-0.004048494,-1.536550054,-0.61511567,,-0.9499,,,-1.241644157,-1.000574025,-1.036656187,-1.036656187,,-1.0789
-1.974092042,-0.795454129,-0.906259943,-1.710867793,-2.629198038,-1.297197586,-1.435619748,-0.373285918,-2.086666187,,-1.4676,,-0.74147696,-0.808609912,-1.161213495,-0.223722229,,-0.7338,,,0.234522204,-0.609160099,-1.507715351,-0.768574916,-1.169078218,-0.518681877,-1.269159607,-1.653899483,-1.023401927,-1.29231649,0.398166255,-2.012123075,-0.917628076,,-0.9315,,,-0.940526037,-0.998734746,-0.979264637,-0.979264637,,-0.9744
-1.466599566,-0.641119719,-0.574820936,-1.232302907,-2.672607633,-1.917269931,-1.53883593,-1.257552631,-2.651199936,,-1.5503,,-0.152983115,-0.811706995,-0.763226531,-0.479821934,,-0.5519,,,-0.168320021,-0.930046959,-2.03162977,-2.427887743,-1.310197014,-0.803705399,-1.48340365,-1.927593848,-1.148427117,-0.933022215,0.123745889,-2.650239797,-0.652977828,,-1.2572,,,-1.096784135,-1.471715023,-0.728104323,-0.728104323,,-1.0062
-0.977060957,-0.323000692,-0.681872555,-1.015182,-2.899229196,-1.756041339,-2.099103943,-1.095341874,-2.96835692,,-1.5350,,-0.76936682,-1.228032601,-1.133826559,-1.469380593,,-1.1502,,,-0.772845728,-1.527530774,-2.072253876,-2.751494311,-2.065653013,-1.159022767,-1.827960759,-2.153619,-1.309716581,-0.968494443,-0.192867944,-2.948527303,-0.315589163,,-1.5435,,,-0.751064975,-1.737756558,-1.440645074,-1.440645074,,-1.3425
-0.751901635,-0.227395048,-0.529735866,-0.735594944,-2.589682653,-1.321206351,-1.625118866,-0.844692635,-2.544270318,,-1.2411,,-0.335666598,-0.947133551,-0.979752108,-0.94957042,,-0.8030,,,-0.735618364,-1.355950871,-2.114214793,-2.695520911,-2.047404483,-1.066951401,-1.281102418,-1.7979886,-0.968240311,-0.867556362,-0.200332403,-2.098445461,-0.150458362,,-1.3369,,,-0.67903676,-1.913382219,-1.387379224,-1.387379224,,-1.3418
-0.618793061,0.145648482,-0.484144339,-0.508222562,-2.538089242,-1.028715001,-1.46517361,-0.692434428,-1.921269848,,-1.0124,,-0.070309141,-0.573351724,-0.523186257,-0.590417555,,-0.4393,,,-0.445644896,-1.240350581,-2.015273278,-2.712695988,-1.626372534,-0.826744393,-0.560434546,-1.031713542,-0.653873422,-0.714928313,-0.230929708,-2.071309505,0.037400807,,-1.0841,,,-0.20664454,-1.458359815,-0.744204825,-0.744204825,,-0.7884
-0.486708102,0.218225488,-0.439567517,-0.310582396,-2.472050798,-0.90797273,-1.333468697,-0.781753766,-1.873937245,,-0.9320,,0.16745215,-0.349515247,-0.285819601,-0.454824344,,-0.2307,,,-0.255929882,-0.994384049,-2.077352333,-2.726526594,-1.635622924,-0.777207033,-0.395634103,-0.891203347,-0.362467637,-0.699202103,0.013629619,-1.610154467,0.150290206,,-0.9432,,,-0.010672235,-1.065359789,-0.448546454,-0.448546454,,-0.4933
-0.323276706,0.376991747,-0.244176182,-0.330829232,-2.230155091,-0.501812832,-1.248218645,-0.692960879,-1.508078002,,-0.7447,,0.381368245,-0.074692684,0.159326866,-0.138659545,,0.0818,,,0.057709134,-0.918247901,-1.988532167,-2.663334857,-1.537697463,-0.633354361,-0.169781909,-0.612869897,-0.133197274,-0.439979933,0.279271793,-1.279301331,0.455656946,,-0.7372,,,0.322785268,-0.533261201,0.052140364,0.052140364,,-0.0265
-0.335473978,0.344047611,-0.23629953,-0.351863573,-2.301849104,-0.562719126,-1.273894801,-0.765796623,-1.578610292,,-0.7847,,0.366311888,-0.150548376,0.157405211,-0.152874797,,0.0551,,,0.040133761,-0.929667791,-2.044789518,-2.716568319,-1.586011897,-0.638624436,-0.187095584,-0.605238333,-0.040736523,-0.458775945,0.279430539,-1.277979522,0.434939577,,-0.7485,,,0.316983842,-0.563861712,-0.069689236,-0.069689236,,-0.0966
-0.348097717,0.352895057,-0.211389223,-0.335759869,-2.26631881,-0.549443003,-1.227653375,-0.77010047,-1.561398525,,-0.7686,,0.388016065,-0.126916734,0.156387741,-0.107171115,,0.0776,,,0.03847726,-0.969415331,-1.948824608,-2.757737588,-1.49566213,-0.633941518,-0.100929982,-0.435598912,0.018726994,-0.447626669,0.074156767,-1.255815512,0.57173306,,-0.7187,,,0.409876737,-0.497678327,-0.018705941,-0.018705941,,-0.0313
-0.384628317,0.219787869,-0.28849029,-0.396554586,-2.277368391,-0.739262214,-1.231062941,-0.727071019,-1.778420196,,-0.8448,,0.386335717,-0.155550142,0.103383339,-0.135825811,,0.0496,,,0.036358106,-1.048865843,-1.984919495,-2.749019923,-1.491537412,-0.668216676,-0.114184282,-0.427578219,0.017550073,-0.445292681,-0.010364525,-1.262221966,0.568097091,,-0.7369,,,0.406539798,-0.423327143,-0.019211968,-0.019211968,,-0.0138
-0.33072615,-0.137278941,0.196339276,-0.136963947,-2.062031437,-0.703636858,-0.703285318,0.084131871,-1.39231692,,-0.5762,,0.817676083,0.24613196,0.560176759,0.319511299,,0.4859,,,0.4184042,-0.795589325,-1.428908266,-2.792182892,-1.509348583,0.108783281,-0.121434638,-0.042839082,0.348931231,-0.129156167,-0.242021593,-1.005493713,0.769157212,,-0.4940,,,0.635688432,0.00632635,0.302837168,0.302837168,,0.3119
-0.289085268,0.262858861,0.340324089,-0.047587942,-1.927044877,-0.448665526,-0.615686063,0.606400468,-0.734335492,,-0.3170,,0.640305686,0.147827775,0.281395112,0.465624482,,0.3838,,,0.445209411,-0.663103104,-1.321625913,-3.186700426,-1.894371663,-0.048174421,-0.496868283,0.449327507,0.325734592,-0.55177448,-0.455166803,-0.732441118,0.760238955,,-0.5669,,,0.670605037,0.088796677,0.659362849,0.659362849,,0.5195
-0.622280053,0.078786825,-0.063947482,0.525179092,-1.073008385,-0.130339121,-0.218023195,0.881580524,-0.205569383,,-0.0920,,0.739317085,0.458725223,0.228422514,0.721264431,,0.5369,,,0.38932744,-0.973734374,-0.772897004,-3.82447338,-1.81246039,-0.265678562,-0.436432711,0.772039533,0.603623939,-0.558926311,-0.20432869,-0.314096428,0.817604898,,-0.5062,,,0.681192727,0.474164082,0.895007213,0.895007213,,0.7363
-0.96596365,0.588510593,0.168657208,0.758372595,-1.002198917,0.697443702,-0.24397142,1.197252798,0.432264195,,0.1812,,0.494379179,0.364543358,1.544439738,0.874442537,,0.8195,,,1.33597736,-0.506335033,0.066603064,-3.138741707,-0.797700508,0.122613552,-0.149413449,1.236380983,0.679520544,0.366163945,0.067038259,-0.2177883,0.903001489,,-0.0025,,,0.859709825,0.418855922,0.392871789,0.392871789,,0.5161
-1.093611368,0.865281626,0.43053632,0.881862689,-0.246997411,0.860309585,0.167518843,0.921063633,0.78018787,,0.3962,,0.907810116,0.471360201,2.097351146,1.536361893,,1.2532,,,1.673648537,-0.12586288,0.584947906,-2.007232177,-0.164271432,0.802102349,0.337546462,1.494709895,1.24311441,0.903016205,0.785158616,0.221219749,0.756911684,,0.5004,,,1.108254898,0.966459751,0.929604465,0.929604465,,0.9835
-1.113425299,0.756319104,0.328264079,0.60983241,-0.318810376,0.447376074,0.067111816,0.778655496,0.595417431,,0.2390,,0.363938777,0.220711449,2.070801578,1.068054924,,0.9309,,,1.771911692,-0.173675114,0.640489555,-1.374410651,-0.151423399,0.712073805,-0.041488157,1.373610407,0.884116574,0.848349527,0.630731735,-0.151500739,0.787023747,,0.4428,,,0.960439591,0.890768257,1.05545405,1.05545405,,0.9905
-1.192363149,0.377399343,0.236410529,0.444337166,-0.237593723,0.277718067,0.017687936,1.058455988,0.295895045,,0.1420,,0.198285027,0.039457865,1.757842242,0.895067601,,0.7227,,,1.77783135,-0.346012232,0.61340597,-1.127958337,-0.527429867,0.686744379,-0.433839596,0.997068961,0.746694179,0.800239424,0.736218953,-0.181560476,0.771069343,,0.3471,,,0.625998885,0.542624305,0.570101731,0.570101731,,0.5772
